日期,中獎號碼,特別號
2007/11/30,"08, 15, 16, 19, 30, 45",44
2007/11/27,"08, 12, 16, 34, 36, 47",33
2007/11/23,"01, 22, 23, 43, 46, 49",33
2007/11/20,"01, 16, 17, 20, 22, 42",29
2007/11/16,"16, 20, 22, 39, 42, 46",38
2007/11/13,"03, 05, 16, 17, 32, 37",24
2007/11/09,"01, 02, 06, 12, 18, 24",25
2007/11/06,"01, 10, 27, 40, 43, 44",02
2007/11/02,"04, 10, 28, 44, 45, 48",39
2007/10/30,"01, 04, 09, 17, 19, 41",07
2007/10/26,"03, 11, 13, 16, 21, 36",26
2007/10/23,"10, 25, 29, 34, 47, 49",17
2007/10/19,"15, 17, 22, 28, 36, 46",24
2007/10/16,"05, 07, 11, 18, 38, 40",31
2007/10/12,"09, 20, 23, 26, 28, 37",44
2007/10/09,"09, 36, 38, 40, 46, 47",13
2007/10/05,"03, 10, 19, 26, 29, 48",18
2007/10/02,"03, 04, 08, 09, 24, 49",23
2007/09/28,"08, 09, 16, 17, 19, 30",45
2007/09/25,"08, 10, 12, 28, 38, 42",33
2007/09/21,"01, 16, 24, 31, 35, 39",21
2007/09/18,"20, 25, 29, 31, 37, 46",49
2007/09/14,"02, 15, 22, 27, 45, 48",32
2007/09/11,"03, 14, 18, 22, 28, 36",47
2007/09/07,"03, 05, 22, 32, 42, 49",28
2007/09/04,"09, 17, 18, 21, 42, 48",07
2007/08/31,"23, 31, 35, 40, 41, 44",21
2007/08/28,"02, 11, 22, 29, 34, 39",45
2007/08/24,"04, 06, 07, 12, 25, 47",09
2007/08/21,"16, 24, 25, 38, 42, 46",06
2007/08/17,"02, 12, 31, 35, 43, 47",40
2007/08/14,"02, 05, 12, 25, 26, 38",06
2007/08/10,"11, 22, 27, 29, 35, 40",48
2007/08/07,"01, 05, 18, 25, 35, 41",14
2007/08/03,"02, 12, 15, 27, 38, 40",35
2007/07/31,"01, 06, 07, 25, 39, 41",05
2007/07/27,"13, 21, 32, 39, 42, 46",36
2007/07/24,"01, 07, 12, 22, 29, 31",04
2007/07/20,"02, 05, 10, 19, 23, 25",11
2007/07/17,"15, 29, 37, 39, 48, 49",46
2007/07/13,"05, 10, 13, 18, 34, 35",15
2007/07/10,"02, 29, 34, 40, 44, 45",01
2007/07/06,"09, 12, 23, 36, 44, 48",26
2007/07/03,"01, 05, 09, 21, 24, 49",35
2007/06/29,"09, 23, 26, 28, 29, 44",31
2007/06/26,"18, 24, 37, 38, 43, 47",02
2007/06/22,"13, 32, 35, 39, 41, 42",01
2007/06/19,"20, 28, 33, 41, 43, 45",10
2007/06/15,"11, 17, 28, 34, 36, 46",26
2007/06/12,"03, 05, 20, 38, 39, 44",43
2007/06/08,"01, 02, 11, 26, 28, 46",16
2007/06/05,"01, 16, 23, 25, 36, 47",21
2007/06/01,"07, 08, 11, 25, 34, 43",16
2007/05/29,"10, 15, 18, 43, 45, 48",11
2007/05/25,"02, 11, 13, 25, 34, 36",38
2007/05/22,"01, 18, 30, 32, 41, 48",24
2007/05/18,"11, 12, 27, 41, 43, 46",36
2007/05/15,"13, 31, 35, 40, 47, 48",39
2007/05/11,"10, 13, 21, 26, 29, 47",49
2007/05/08,"01, 16, 27, 28, 41, 46",38
2007/05/04,"06, 22, 34, 38, 40, 44",15
2007/05/01,"21, 24, 28, 34, 45, 49",46
2007/04/27,"09, 10, 29, 32, 38, 42",37
2007/04/24,"08, 20, 22, 25, 38, 40",41
2007/04/20,"09, 15, 16, 19, 44, 49",37
2007/04/17,"08, 31, 40, 44, 45, 48",06
2007/04/13,"05, 15, 23, 28, 31, 33",49
2007/04/10,"02, 04, 06, 20, 42, 47",39
2007/04/06,"10, 18, 22, 34, 35, 37",41
2007/04/03,"04, 10, 39, 43, 45, 49",33
2007/03/30,"14, 31, 33, 40, 45, 46",49
2007/03/27,"04, 11, 21, 39, 42, 43",10
2007/03/23,"05, 06, 17, 19, 20, 32",18
2007/03/20,"14, 15, 25, 37, 47, 49",13
2007/03/16,"28, 35, 36, 38, 43, 49",47
2007/03/13,"04, 13, 22, 24, 26, 41",28
2007/03/09,"12, 14, 20, 21, 23, 31",45
2007/03/06,"02, 15, 16, 31, 33, 46",40
2007/03/02,"12, 15, 24, 32, 39, 49",06
2007/02/27,"06, 22, 36, 39, 48, 49",28
2007/02/23,"05, 13, 25, 30, 39, 48",36
2007/02/20,"01, 13, 19, 33, 38, 45",36
2007/02/16,"18, 19, 27, 34, 44, 48",37
2007/02/13,"02, 08, 25, 39, 43, 46",13
2007/02/09,"07, 28, 30, 41, 45, 48",44
2007/02/06,"12, 16, 26, 32, 41, 48",01
2007/02/02,"07, 08, 10, 12, 47, 48",38
2007/01/30,"06, 18, 26, 39, 42, 45",14
2007/01/26,"08, 13, 18, 26, 34, 36",17
2007/01/23,"06, 07, 15, 31, 36, 44",29
2007/01/19,"06, 26, 27, 44, 45, 46",02
2007/01/16,"13, 28, 33, 38, 43, 48",04
2007/01/12,"10, 16, 26, 28, 31, 33",44
2007/01/09,"26, 28, 35, 39, 44, 45",18
2007/01/05,"12, 19, 23, 42, 44, 48",33
2007/01/02,"13, 21, 23, 27, 31, 49",19
2006/12/28,"01, 04, 07, 08, 25, 31",33
2006/12/26,"06, 13, 24, 31, 32, 49",03
2006/12/21,"16, 32, 42, 45, 46, 49",03
2006/12/19,"12, 19, 30, 32, 34, 36",37
2006/12/14,"02, 04, 08, 27, 33, 48",14
2006/12/12,"16, 18, 37, 38, 45, 46",10
2006/12/07,"05, 27, 28, 30, 35, 42",37
2006/12/05,"14, 26, 28, 35, 41, 45",33
2006/11/30,"03, 06, 07, 14, 16, 43",17
2006/11/28,"14, 19, 31, 37, 42, 45",11
2006/11/23,"01, 23, 34, 37, 43, 45",09
2006/11/21,"06, 07, 11, 19, 47, 48",17
2006/11/16,"02, 17, 28, 29, 38, 49",16
2006/11/14,"05, 17, 29, 34, 38, 47",26
2006/11/09,"12, 14, 20, 22, 37, 40",23
2006/11/07,"05, 18, 20, 33, 38, 40",34
2006/11/02,"06, 30, 34, 45, 46, 48",29
2006/10/31,"06, 08, 29, 39, 46, 49",23
2006/10/26,"05, 07, 11, 19, 36, 42",23
2006/10/24,"01, 04, 05, 15, 18, 42",06
2006/10/19,"09, 10, 12, 25, 33, 38",05
2006/10/17,"08, 13, 16, 41, 43, 46",31
2006/10/12,"09, 17, 23, 26, 30, 41",19
2006/10/10,"01, 17, 21, 35, 36, 46",19
2006/10/05,"07, 15, 20, 32, 36, 44",03
2006/10/03,"06, 07, 23, 31, 33, 36",24
2006/09/28,"08, 19, 30, 33, 37, 43",22
2006/09/26,"02, 06, 08, 25, 30, 45",38
2006/09/21,"06, 13, 20, 21, 33, 40",26
2006/09/19,"01, 09, 21, 39, 40, 41",46
2006/09/14,"01, 10, 37, 39, 43, 44",35
2006/09/12,"02, 08, 11, 14, 15, 21",31
2006/09/07,"11, 12, 15, 28, 43, 48",37
2006/09/05,"02, 05, 27, 30, 33, 48",19
2006/08/31,"05, 06, 25, 33, 38, 49",47
2006/08/29,"17, 24, 34, 38, 42, 49",30
2006/08/24,"10, 11, 14, 17, 24, 45",19
2006/08/22,"16, 20, 24, 30, 38, 40",06
2006/08/17,"18, 23, 25, 28, 35, 36",16
2006/08/15,"06, 10, 19, 27, 32, 41",43
2006/08/10,"03, 09, 16, 40, 43, 48",42
2006/08/08,"04, 08, 12, 20, 22, 39",48
2006/08/03,"03, 20, 21, 42, 44, 46",25
2006/08/01,"12, 28, 29, 35, 37, 42",08
2006/07/27,"04, 36, 37, 42, 45, 46",01
2006/07/25,"14, 16, 25, 27, 42, 49",44
2006/07/20,"07, 30, 37, 41, 43, 49",10
2006/07/18,"11, 20, 31, 34, 36, 38",15
2006/07/13,"06, 16, 24, 34, 42, 43",23
2006/07/11,"01, 06, 09, 16, 42, 44",03
2006/07/06,"14, 23, 24, 41, 44, 47",10
2006/07/04,"08, 09, 14, 19, 20, 33",29
2006/06/29,"11, 15, 17, 21, 23, 31",09
2006/06/27,"01, 20, 29, 30, 35, 39",43
2006/06/22,"01, 18, 31, 39, 41, 47",44
2006/06/20,"03, 08, 14, 18, 19, 43",29
2006/06/15,"01, 25, 35, 37, 44, 46",43
2006/06/13,"08, 11, 12, 32, 38, 45",24
2006/06/08,"03, 04, 15, 23, 26, 47",12
2006/06/06,"04, 12, 15, 37, 41, 42",19
2006/06/01,"04, 11, 34, 35, 45, 48",24
2006/05/30,"02, 09, 15, 16, 22, 49",07
2006/05/25,"01, 15, 20, 37, 47, 48",38
2006/05/23,"11, 20, 31, 38, 42, 46",37
2006/05/18,"01, 23, 28, 46, 47, 49",06
2006/05/16,"08, 20, 35, 36, 45, 46",44
2006/05/11,"02, 12, 19, 26, 34, 46",38
2006/05/09,"05, 08, 18, 26, 38, 42",02
2006/05/04,"02, 03, 19, 26, 27, 41",07
2006/05/02,"03, 16, 24, 25, 40, 43",48
2006/04/27,"09, 12, 30, 33, 42, 49",04
2006/04/25,"03, 09, 19, 40, 44, 49",04
2006/04/20,"09, 13, 15, 27, 34, 42",02
2006/04/18,"04, 06, 14, 16, 20, 41",02
2006/04/13,"01, 23, 25, 37, 39, 45",21
2006/04/11,"08, 10, 16, 22, 37, 38",14
2006/04/06,"05, 23, 36, 38, 40, 42",01
2006/04/04,"06, 10, 11, 32, 34, 39",07
2006/03/30,"12, 17, 26, 31, 35, 48",40
2006/03/28,"05, 08, 09, 15, 29, 45",18
2006/03/23,"07, 23, 28, 29, 38, 46",14
2006/03/20,"12, 28, 30, 40, 47, 49",03
2006/03/16,"03, 09, 18, 42, 45, 46",05
2006/03/13,"04, 21, 25, 35, 39, 42",45
2006/03/09,"06, 13, 15, 17, 18, 22",03
2006/03/06,"05, 07, 09, 15, 31, 34",38
2006/03/02,"05, 08, 24, 31, 32, 39",04
2006/02/27,"09, 17, 18, 27, 36, 42",10
2006/02/23,"07, 12, 16, 17, 19, 33",39
2006/02/20,"02, 14, 18, 21, 37, 43",13
2006/02/16,"05, 06, 18, 23, 26, 29",16
2006/02/13,"03, 15, 21, 23, 26, 49",10
2006/02/09,"12, 21, 34, 37, 38, 39",27
2006/02/06,"11, 15, 18, 25, 29, 49",05
2006/02/02,"02, 08, 12, 20, 26, 33",13
2006/01/30,"04, 05, 13, 26, 32, 42",46
2006/01/26,"10, 29, 30, 32, 43, 47",35
2006/01/23,"01, 11, 16, 21, 23, 40",10
2006/01/19,"03, 11, 18, 20, 21, 26",24
2006/01/16,"04, 12, 15, 19, 26, 31",41
2006/01/12,"07, 11, 22, 24, 28, 30",35
2006/01/09,"08, 20, 22, 39, 45, 46",31
2006/01/05,"18, 23, 26, 38, 39, 48",45
2006/01/02,"06, 15, 22, 25, 35, 41",32
2005/12/29,"06, 07, 10, 13, 31, 39",18
2005/12/26,"01, 02, 07, 08, 27, 45",19
2005/12/22,"12, 22, 24, 26, 27, 47",40
2005/12/19,"03, 20, 21, 22, 26, 27",25
2005/12/15,"07, 16, 32, 39, 45, 49",30
2005/12/12,"26, 28, 29, 30, 36, 37",18
2005/12/08,"13, 18, 26, 28, 35, 48",42
2005/12/05,"25, 31, 34, 40, 41, 47",15
2005/12/01,"07, 30, 38, 39, 40, 43",13
2005/11/28,"02, 14, 23, 25, 26, 40",06
2005/11/24,"09, 11, 30, 41, 47, 49",04
2005/11/21,"07, 13, 23, 33, 34, 42",30
2005/11/17,"02, 03, 04, 17, 27, 39",15
2005/11/14,"02, 13, 29, 39, 44, 49",35
2005/11/10,"04, 07, 19, 30, 36, 46",48
2005/11/07,"16, 17, 23, 32, 42, 48",02
2005/11/03,"06, 08, 17, 19, 30, 47",23
2005/10/31,"05, 10, 22, 26, 31, 48",41
2005/10/27,"06, 08, 23, 26, 28, 36",37
2005/10/24,"07, 08, 17, 22, 27, 44",28
2005/10/20,"11, 13, 14, 21, 42, 47",22
2005/10/17,"27, 30, 35, 39, 43, 47",25
2005/10/13,"03, 11, 26, 43, 46, 48",05
2005/10/10,"06, 11, 23, 29, 45, 49",26
2005/10/06,"02, 08, 24, 28, 31, 48",15
2005/10/03,"03, 15, 16, 25, 40, 48",18
2005/09/29,"01, 08, 19, 23, 38, 40",05
2005/09/26,"04, 18, 26, 37, 41, 44",06
2005/09/22,"02, 11, 35, 37, 48, 49",05
2005/09/19,"03, 26, 29, 38, 43, 45",28
2005/09/15,"04, 15, 23, 41, 44, 45",46
2005/09/12,"04, 24, 28, 30, 35, 39",19
2005/09/08,"03, 10, 11, 36, 37, 45",29
2005/09/05,"05, 08, 22, 26, 27, 44",10
2005/09/01,"06, 12, 20, 43, 47, 48",41
2005/08/29,"09, 10, 36, 40, 42, 43",41
2005/08/25,"02, 04, 06, 21, 25, 46",28
2005/08/22,"17, 18, 23, 24, 25, 28",41
2005/08/18,"03, 08, 11, 36, 38, 49",19
2005/08/15,"13, 15, 33, 37, 38, 41",47
2005/08/11,"09, 20, 22, 31, 45, 46",03
2005/08/08,"24, 28, 37, 38, 43, 45",18
2005/08/04,"09, 20, 26, 29, 40, 41",21
2005/08/01,"02, 13, 16, 36, 44, 47",21
2005/07/28,"09, 14, 24, 27, 37, 41",12
2005/07/25,"05, 12, 25, 27, 41, 44",18
2005/07/21,"11, 22, 26, 28, 33, 37",42
2005/07/18,"07, 11, 13, 25, 30, 40",06
2005/07/14,"03, 22, 31, 43, 46, 47",14
2005/07/11,"01, 11, 14, 18, 35, 43",25
2005/07/07,"06, 12, 21, 27, 36, 48",18
2005/07/04,"02, 15, 17, 31, 32, 38",11
2005/06/30,"02, 04, 05, 09, 35, 45",48
2005/06/27,"10, 17, 22, 37, 43, 49",08
2005/06/23,"04, 10, 18, 34, 40, 43",03
2005/06/20,"04, 20, 22, 28, 47, 48",43
2005/06/16,"08, 12, 16, 25, 28, 45",49
2005/06/13,"09, 14, 25, 31, 36, 46",40
2005/06/09,"04, 06, 13, 22, 30, 44",05
2005/06/06,"03, 04, 09, 10, 28, 45",37
2005/06/02,"04, 15, 21, 30, 41, 46",48
2005/05/30,"04, 08, 11, 15, 16, 25",43
2005/05/26,"03, 09, 16, 18, 41, 48",22
2005/05/23,"02, 08, 09, 10, 21, 31",44
2005/05/19,"02, 04, 14, 24, 27, 46",28
2005/05/16,"01, 06, 11, 37, 41, 44",04
2005/05/12,"15, 28, 29, 31, 32, 47",18
2005/05/09,"01, 02, 07, 09, 16, 29",15
2005/05/05,"05, 14, 18, 34, 44, 47",10
2005/05/02,"01, 03, 29, 35, 43, 47",40
2005/04/28,"04, 05, 15, 20, 29, 39",34
2005/04/25,"01, 16, 25, 34, 36, 38",41
2005/04/21,"04, 05, 22, 33, 36, 43",26
2005/04/18,"11, 20, 40, 41, 45, 49",36
2005/04/14,"18, 20, 25, 36, 48, 49",21
2005/04/11,"02, 06, 09, 24, 27, 45",49
2005/04/07,"05, 15, 23, 29, 31, 44",17
2005/04/04,"05, 15, 28, 29, 33, 40",26
2005/03/31,"20, 22, 28, 38, 41, 47",25
2005/03/28,"01, 02, 09, 25, 28, 44",42
2005/03/24,"07, 10, 23, 44, 45, 47",38
2005/03/21,"02, 05, 06, 19, 38, 45",01
2005/03/17,"07, 10, 12, 22, 30, 34",08
2005/03/14,"05, 12, 19, 21, 33, 42",09
2005/03/10,"01, 03, 16, 31, 42, 48",23
2005/03/07,"01, 06, 16, 34, 36, 40",38
2005/03/03,"25, 28, 31, 32, 34, 36",43
2005/02/28,"14, 21, 25, 27, 43, 47",05
2005/02/24,"02, 04, 36, 41, 42, 48",34
2005/02/21,"06, 11, 21, 22, 35, 41",27
2005/02/17,"12, 14, 21, 23, 25, 30",03
2005/02/14,"05, 07, 24, 26, 30, 47",36
2005/02/10,"19, 26, 28, 33, 38, 46",48
2005/02/07,"11, 31, 41, 44, 47, 49",25
2005/02/03,"07, 08, 19, 30, 43, 48",49
2005/01/31,"02, 17, 31, 35, 37, 46",03
2005/01/27,"03, 25, 39, 44, 45, 48",13
2005/01/24,"14, 17, 30, 31, 36, 47",28
2005/01/20,"01, 23, 26, 27, 33, 41",18
2005/01/17,"07, 14, 16, 38, 45, 49",25
2005/01/13,"01, 02, 15, 21, 31, 35",33
2005/01/10,"01, 03, 14, 17, 36, 49",10
2005/01/06,"06, 23, 39, 45, 46, 47",18
2005/01/03,"05, 10, 27, 37, 39, 46",08
2004/12/30,"03, 18, 33, 34, 43, 45",02
2004/12/27,"01, 08, 16, 22, 24, 30",14
2004/12/23,"03, 05, 18, 23, 40, 45",41
2004/12/20,"03, 04, 13, 26, 39, 42",18
2004/12/16,"02, 12, 18, 22, 34, 36",08
2004/12/13,"05, 15, 24, 37, 38, 39",06
2004/12/09,"16, 28, 35, 44, 46, 48",26
2004/12/06,"02, 08, 11, 12, 26, 35",47
2004/12/02,"05, 16, 23, 28, 38, 47",49
2004/11/29,"04, 12, 23, 30, 35, 48",46
2004/11/25,"03, 04, 09, 10, 27, 31",26
2004/11/22,"02, 14, 27, 28, 44, 49",30
2004/11/18,"07, 11, 20, 38, 39, 45",30
2004/11/15,"08, 11, 14, 17, 23, 33",30
2004/11/11,"09, 12, 17, 28, 40, 43",13
2004/11/08,"12, 24, 25, 27, 34, 36",39
2004/11/04,"23, 26, 31, 33, 36, 38",21
2004/11/01,"01, 10, 25, 28, 38, 49",23
2004/10/28,"10, 12, 13, 24, 31, 40",47
2004/10/25,"06, 13, 30, 34, 38, 44",48
2004/10/21,"03, 10, 20, 21, 24, 48",26
2004/10/18,"10, 21, 23, 25, 38, 42",33
2004/10/14,"04, 23, 36, 39, 45, 47",25
2004/10/11,"01, 07, 10, 32, 42, 45",26
2004/10/07,"03, 06, 19, 22, 31, 32",05
2004/10/04,"12, 15, 21, 23, 25, 35",24
2004/09/30,"07, 13, 15, 20, 22, 47",19
2004/09/27,"26, 27, 40, 41, 42, 43",28
2004/09/23,"01, 15, 16, 33, 35, 48",10
2004/09/20,"05, 06, 08, 09, 10, 43",13
2004/09/16,"07, 19, 26, 37, 38, 46",29
2004/09/13,"08, 10, 11, 21, 23, 44",42
2004/09/09,"07, 13, 14, 20, 21, 49",34
2004/09/06,"12, 25, 26, 31, 36, 42",29
2004/09/02,"09, 16, 18, 32, 41, 47",46
2004/08/30,"04, 22, 28, 29, 44, 47",32
2004/08/26,"14, 31, 34, 37, 42, 48",29
2004/08/23,"13, 29, 31, 38, 45, 46",43
2004/08/19,"10, 22, 31, 32, 41, 48",24
2004/08/16,"05, 06, 11, 16, 19, 42",10
2004/08/12,"11, 16, 27, 33, 34, 40",07
2004/08/09,"05, 17, 19, 26, 28, 43",25
2004/08/05,"13, 14, 21, 24, 27, 30",20
2004/08/02,"03, 11, 19, 21, 40, 42",14
2004/07/29,"20, 31, 33, 40, 42, 46",30
2004/07/26,"01, 15, 28, 38, 41, 42",24
2004/07/22,"11, 15, 24, 27, 37, 46",01
2004/07/19,"02, 03, 07, 26, 30, 49",06
2004/07/15,"02, 05, 32, 38, 42, 49",44
2004/07/12,"03, 04, 08, 25, 36, 42",32
2004/07/08,"04, 05, 07, 13, 24, 30",49
2004/07/05,"07, 19, 27, 31, 42, 46",39
2004/07/01,"06, 10, 11, 16, 29, 44",37
2004/06/28,"12, 17, 19, 22, 27, 42",48
2004/06/24,"11, 17, 29, 36, 44, 49",33
2004/06/21,"06, 09, 11, 17, 22, 36",44
2004/06/17,"05, 11, 30, 34, 44, 48",40
2004/06/14,"05, 12, 41, 43, 45, 46",33
2004/06/10,"02, 10, 16, 22, 30, 33",41
2004/06/07,"06, 15, 25, 37, 41, 49",03
2004/06/03,"01, 04, 31, 32, 34, 35",33
2004/05/31,"01, 17, 30, 31, 32, 45",33
2004/05/27,"06, 22, 27, 34, 42, 44",36
2004/05/24,"01, 16, 17, 30, 36, 49",44
2004/05/20,"06, 28, 30, 34, 43, 46",09
2004/05/17,"02, 04, 18, 20, 32, 49",30
2004/05/13,"04, 10, 11, 14, 32, 36",09
2004/05/10,"03, 04, 10, 23, 25, 26",33
2004/05/06,"06, 27, 40, 44, 45, 47",11
2004/05/03,"03, 09, 13, 28, 40, 48",39
2004/04/29,"01, 10, 13, 33, 34, 46",07
2004/04/26,"22, 25, 29, 31, 34, 46",49
2004/04/22,"03, 11, 19, 20, 22, 28",13
2004/04/19,"13, 17, 19, 26, 39, 45",11
2004/04/15,"13, 14, 20, 30, 37, 45",01
2004/04/12,"24, 25, 26, 30, 36, 48",45
2004/04/08,"05, 14, 26, 38, 41, 43",04
2004/04/05,"16, 24, 25, 26, 39, 44",30
2004/04/01,"03, 07, 42, 45, 46, 49",08
2004/03/29,"11, 13, 15, 21, 35, 38",37
2004/03/25,"11, 17, 21, 36, 43, 49",05
2004/03/22,"02, 12, 14, 30, 41, 46",29
2004/03/18,"06, 16, 20, 25, 33, 46",12
2004/03/15,"01, 02, 07, 26, 38, 43",04
2004/03/11,"08, 14, 21, 22, 30, 31",48
2004/03/08,"08, 12, 17, 18, 19, 34",37
2004/03/04,"12, 15, 22, 23, 41, 48",17
2004/03/01,"01, 11, 17, 25, 41, 45",32
2004/02/26,"08, 12, 23, 24, 45, 46",36
2004/02/23,"03, 06, 17, 23, 28, 32",45
2004/02/19,"04, 21, 25, 32, 37, 43",02
2004/02/16,"07, 13, 18, 19, 25, 37",14
2004/02/12,"01, 02, 26, 31, 39, 40",38
2004/02/09,"14, 17, 20, 25, 43, 48",15
2004/02/05,"17, 22, 26, 29, 37, 43",31
2004/02/02,"04, 06, 11, 22, 42, 48",23
2004/01/29,"22, 29, 34, 36, 44, 46",37
2004/01/26,"02, 06, 13, 34, 40, 44",14
2004/01/22,"13, 28, 29, 32, 33, 34",43
2004/01/19,"14, 15, 20, 29, 32, 39",43
2004/01/15,"18, 19, 28, 29, 30, 34",12
2004/01/12,"02, 04, 25, 26, 34, 43",41
2004/01/08,"16, 21, 27, 30, 31, 47",35
2004/01/05,"06, 09, 12, 13, 33, 39",21
